ID,Answer
1312,1919年3月1日
1313,1133515人
1314,《金雲翹傳》
1315,排灣族
1316,洛克菲勒紀念教堂
1317,普選制度
1318,大韓帝國，結束了與清朝的宗藩關係。1910年，大日本帝國侵吞朝鮮半島，實行日韓併合，大韓帝國滅亡，李氏王朝告終。「朝鮮」一詞本為東方古國的國名，高麗時開始將本國與「朝鮮」掛鈎，並成為其別稱。如高麗後期李承休
1319,2015年
1320,1995年
1321,
1322,水田
1323,分階段
1324,488年
1325,病態賭徒
1326,全國人民代表大會
1327,
1328,周敦頤
1329,內蒙古
1330,歐洲國家盃
1331,1906年
1332,美國
1333,鐵
1334,普羅斯佩·梅里美、維歐勒·勒·杜克
1335,廣東省
1336,玫瑰盃
1337,羅馬法
1338,心理學
1339,希臘
1340,拉丁字母
1341,《[UNK][UNK]條約》
1342,英雄
1343,聯邦
1344,克拉克望遠鏡
1345,生物質
1346,秘書處
1347,焚燒
1348,800餘種
1349,類比訊號
1350,緬甸
1351,視桿細胞
1352,新北市
1353,威廉二世
1354,政治局擴大會議
1355,《刑法讀本》中，對於《通姦罪》
1356,君士坦丁大帝
1357,大滿貫
1358,8月26日
1359,阿爾法版本
1360,李景隆
1361,外交手段
1362,1887年
1363,
1364,畢達哥拉斯
1365,2010年
1366,1918年
1367,脂肪
1368,魯宗之
1369,被明朝擊退。1624年，原佔領澎湖的荷蘭人和明軍簽約，放棄其在澎湖的經營
1370,朝鮮王朝
1371,2012年
1372,生物動力學
1373,印度洋暖濕氣流
1374,太白
1375,中國外長孫寶琦
1376,音速時的上限
1377,民國十八年
1378,太白山脈中部聳立著五座相似的高峰被稱為五台山
1379,一萬兌一
1380,10名
1381,共產黨
1382,1996年
1383,1985年
1384,5世紀
1385,選擇信仰天主教來顯示自己的獨立自主
1386,公元前三世紀
1387,啟德機場
1388,1971年
1389,1997年
1390,默頓學院
1391,張學良
1392,越南
1393,1914年
1394,越來越受國際注視
1395,2300多種
1396,水漲船高
1397,上女性
1398,40倍
1399,1953年
1400,白色
1401,1856年
1402,漢武帝
1403,反革命事件
1404,王光美
1405,理察·科伯恩·麥克勞林
1406,東德
1407,1624年
1408,15%
1409,江青
1410,奈及利亞
1411,美國人
1412,1979年
1413,聯星
1414,農田
1415,威斯伐倫交界一帶，下薩克森與威斯伐倫
1416,2013年2月28日
1417,1973年
1418,無嗣失權
1419,中國江蘇淮安，祖籍浙江紹興。中國共產黨及中華人民共和國主要黨和國家領導人之一，中國人民解放軍創始人之一，中國無產階級革命家、政治家、軍事家、外交家。周恩來畢業於南開中學
1420,科學家
1421,10萬人
1422,忽都虎
1423,高蛋白質、歐媒咖-3脂肪酸及抗佝[UNK]病
1424,馬來-玻里尼西亞語族
1425,不堪重負
1426,哈雷彗星來臨時，曾有一群國際太空探測器被送去探測彗星系統，其中最重要的是歐洲太空總署非常成功的喬托號
1427,獨裁政體
1428,拉丁文[UNK]
1429,元代
1430,43人
1431,限制性消化
1432,司馬元顯
1433,模特兒
1434,兩層
1435,志費尼
1436,中國共產黨
1437,《鋼鐵是怎樣煉成的》
1438,
1439,一時佳話
1440,錫克教
1441,1986年
1442,《安邦定國誌》
1443,石排灣」。水上人漁民
1444,省級公園
1445,阿布拉莫夫
1446,伊斯蘭教
1447,徐樹錚
1448,明太祖
1449,未能
1450,英屬維京群島大約由60個半熱帶加勒比海
1451,電腦
1452,內戰
1453,南朝鮮
1454,古代查莫洛
1455,公共救濟
1456,聯合國安全理事會常任理事國是聯合國安全理事會
1457,大學
1458,九龍灣
1459,衡陽鐵路管理局衡陽鐵路局
1460,佛教
1461,陳朝
1462,11000間
1463,有色人種
1464,南斯拉夫共產黨
1465,漢諾威
1466,中央電視台高清綜合頻道
1467,荊州
1468,蘇蒙修好條約》
1469,主體史學
1470,心室底壁組織
1471,1683年
1472,1874年
1473,第二
1474,俄羅斯
1475,杜登
1476,[UNK]總能量
1477,政治體制
1478,葉爾羌
1479,
1480,正德十一年
1481,中計受突擊
1482,奧地利
1483,布拉馬普特拉河
1484,英國廢止劃分孟加拉
1485,沙俄軍隊
1486,200萬立方公尺
1487,俄羅斯
1488,2003年
1489,維多利中心
1490,新界原居民一向與港英政府關係不佳，經常為新界原居民的權益與政府發生衝突，早年
1491,蔣中正
1492,大和國
1493,佛教
1494,[UNK]以下的聲音對基底膜的影響
1495,有性生殖
1496,經典的網路龐克
1497,免兩國爆發戰爭
1498,第十五屆奧運會
1499,鬍鬚狀
1500,阿拉巴馬州
1501,猴祭及女性的鋤草祭
1502,[UNK]-15
1503,2013年
1504,無柱雨棚
1505,1980年
1506,1958年
1507,卡拉巴赫
1508,北方墨點法
1509,路易斯一世
1510,
1511,法西斯主義
1512,斯特-立陶夫斯克條約》
1513,路易·勒沃
1514,卡拉恰伊湖
1515,音速巡航，他們還是繼續使用後燃器
1516,
1517,東晉
1518,愛德華一世
1519,細毛
1520,1938年
1521,深水
1522,
1523,蓋茲
1524,陸秀夫
1525,華人的國家，而兩者的華人都是來自廣東和福建，唯一分別的是新加坡主體為福建人
1526,南斯拉夫聯盟共和國
1527,塘沽協定
1528,烏蘭烏德
1529,1897年
1530,巴拉克·歐巴馬
1531,2003年3月4日
1532,降低成本
1533,新增決策局
1534,杭州[UNK]橋機場
1535,
1536,國內穩定
1537,總督之下為省長，省長管理所屬行政區域的地方官員
1538,興王
1539,衛奕信
1540,非歐幾里得幾何
1541,2009年
1542,全國重點文物
1543,忽必烈
1544,花垣縣
1545,未來以任何方式著陸埃歐的探測器都不需要安裝隔熱板來保護儀器
1546,惠金斯原理
1547,松花江
1548,麻省理工
1549,435名
1550,2010年
1551,管理漢地
1552,喬托號
1553,中國政法大學法學教授許蘭亭
1554,烏里雅蘇臺將軍
1555,拿破崙為「社會主義皇帝」。聖西門主義
1556,1949年
1557,蔡[UNK]
1558,中國
1559,《刑部大理寺狀》
1560,威爾斯州
1561,有用資訊
1562,聖方濟·沙勿略
1563,羅馬共和國時期
1564,細毛
1565,韓國
1566,鬼屋
1567,全國
1568,最後
1569,五個主題：植物學、昆蟲學、礦物學、古生物學和動物學等自然歷史。該博物館是世界著名的研究中心，專門從事生物分類、鑑定和保存。由這個機構建館已有百餘年
1570,八角鼓
1571,15世紀
1572,文藝喜劇片
1573,孫權
1574,
1575,嶺北
1576,《中國郵政集團公司章程》
1577,非人類因素的問題
1578,城市物質形態
1579,環保主義
1580,773年
1581,懷柔區
1582,七間
1583,民間反應不佳
1584,光緒十年
1585,1950年代
1586,字母文字
1587,奧地利
1588,肌源性的，等到第28天
1589,加拿大
1590,七個
1591,安定
1592,奧地利
1593,乾旱
1594,《內戰記》
1595,臺北市的衛星城市，因此交通建設早期以聯絡新北市與臺北市為主，較少以新北市為主體的交通建設；直到最近台北都會區
1596,甲午戰爭
1597,中立
1598,1910年
1599,漢字
1600,1935年
1601,《英華字典》
1602,8.6%
1603,浙江海商
1604,巴西
1605,歐洲聯盟委員會
1606,
1607,美國
1608,
1609,七年戰爭
1610,100米
1611,咖啡因中毒
1612,國民政府
1613,
1614,有毒
1615,支持不結盟運動，並於1961年在南斯拉夫首都貝爾格勒召開首次高峰會，使其不論在國內，或是第三世界國家，都越來越受到歡迎。這項運動的成員國不願涉入冷戰
1616,社團部負責社團聯席會議之召開，社團博覽會、以及海報張貼管理事項等。學會部
1617,1989年
1618,射擊斷續器
1619,5位
1620,芽孢炭疽桿菌
1621,1945年
1622,
1623,百老匯
1624,1988年
1625,第二批「果敢
1626,英國批准其憲法，聯邦政府成立。1954年，取得內部自治權。1960年10月1日，宣布獨立，但仍是大英國協成員國。1963年10月1日，改為奈及利亞聯邦共和國
1627,匈牙利耶穌會神父負責大名教區。奧地利耶穌會
1628,19至20世紀之交，一戰前夕
1629,鐵鉉
1630,傑瑞·威斯特
1631,《義勇軍進行曲》
1632,棉花
1633,卡洛·埃馬努埃萊一世
1634,郭沫若
1635,流域
1636,帝國主義列強對臺灣清治時期第一次武裝入侵
1637,原行星盤
1638,丘陵
1639,厄德
1640,羅馬共和國中後期
1641,當時儒教興盛
1642,拒收
1643,克里斯蒂安四世
1644,蒸汽輪機
1645,哈大客運專線
1646,亞熱帶常綠闊葉林
1647,1947年
1648,北德意志邦聯
1649,阿希佩戈拉公國
1650,班傑明·富蘭克林
1651,皮膚對鎳過敏
1652,咸豐二年
1653,咖啡因
1654,中國應該統一
1655,1933年
1656,怯薛
1657,汪精衛
1658,體育部
1659,硫磺
1660,盧永祥
1661,水牛城勇士
1662,馮葆初
1663,七月
1664,施密特望遠鏡
1665,殖民政策
1666,[UNK]染色體，而雌性會有[UNK]
1667,美國雖然支持日本
1668,16世紀
1669,潮濕的大陸性氣候帶
1670,半的生殖細胞
1671,猶太人
1672,邱行湘，現代書畫家、美術教育家姜丹書，孫文的秘書狄侃，民國作家王平陵，民革的中央常委許聞天，歷史學家、文學家繆[UNK]，銅版畫家陳曉南
1673,佩德納萊斯河，德克薩斯州石牆郡
1674,皖系軍閥
1675,楚州人
1676,1964年
1677,1967年
1678,主人
1679,哲布尊丹巴
1680,劉毅時
1681,將原「布政司署」改稱為「政府總部
1682,1861年2月9日
1683,3月3日
1684,
1685,安托萬·拉瓦錫
1686,伊斯蘭教
1687,壓力梯度產生向外的壓力
1688,宋真宗大中祥符元年追封為「文憲王」，後世多稱其「元聖」。因周幽王
1689,參議院
1690,財源
1691,美元
1692,皖浙贛獨立團
1693,德川家康
1694,經濟蕭條
1695,世族
1696,1853年
1697,東南亞
1698,民國34年
1699,44年
1700,動力系統
1701,三個
1702,
1703,蒙古帝國
1704,閣羅鳳
1705,
1706,2017年
1707,21473平方公里
1708,傳教士
1709,颶風
1710,世界氣象組織
1711,故謂之大秦
1712,海河流域
1713,忽必烈
1714,700家
1715,第九屆中國溧陽茶葉節
1716,全市綠化比例高
1717,
1718,澳大利亞
1719,漢地
1720,3月29日
1721,6730年
1722,2010年
1723,青島海軍基地
1724,經濟
1725,銷售[UNK]的各級車票
1726,周恩來
1727,華沙
1728,西德居民和西方國家的遊客可以訪問東德，通常需要提前幾周向東德使館進行申請。訪問東柏林的當日簽證無需提前申請，只需在過境時辦理簡單的手續，西方遊客
1729,視網膜神經節細胞
1730,黎元洪
1731,宋美齡
1732,泰國
1733,第二次世界大戰
1734,1961年
1735,白光
1736,蔣中正
1737,1966年
1738,奈特·麥克米蘭
1739,無佛像時代
1740,1977年
1741,白色
1742,自由聯合
1743,未能
1744,英國
1745,暫住證
1746,《劃一現行各道地方行政官廳組織令》
1747,高朱蒙
1748,1948年
1749,蒸汽膨脹
1750,隋[UNK]帝
1751,副熱帶季風氣候區
1752,日本
1753,美國心臟學會
1754,大英帝國
1755,《八篇書》
1756,塞爾維亞
1757,阿爾薩斯-洛林
1758,路易十四在腓力五世即位後的行為加劇了英格蘭王國、荷蘭共和國和奧地利方面的恐懼。首先，路易十四
1759,合作派
1760,心理疾病
1761,倫敦煙霧事件
1762,等
1763,1990年代
1764,可汗朝」或「汗朝」，汗室自認是波斯民間傳說中與伊蘭人世代爭鬥的圖蘭人英雄阿弗剌昔牙卜
1765,24%
1766,韓國佛教藝術風格深受中國影響。這個時期的佛教藝術得到國家資助而發展蓬勃，石窟庵與佛國寺就是最好的證明。高麗國
1767,後現代主義
1768,1828年
1769,布里昂·維伯
1770,大會
1771,西安招待所
1772,公元前12年
1773,湯瑪斯傑佛遜
1774,安太歲
1775,郵值標籤
1776,赫羅尼姆斯·沃爾夫
1777,1989年
1778,宙斯
1779,農耕節
1780,俄國革命
1781,制衡德軍，在該年7月初向索姆河一線與德軍爆發索姆河戰役，戰況更為慘烈
1782,趙石勒
1783,殘局
1784,敵我性質
1785,動物命名法
1786,愷撒
1787,10
1788,會稽虞氏
1789,英國
1790,木星
1791,阿茲海默病、腦腫瘤、系統性紅斑狼瘡
1792,1993年
1793,外蒙古
1794,張聞天
1795,不再建立便宜
1796,傅斯年
1797,五個
1798,通古斯地區過於偏遠
1799,安大略湖
1800,肉食
1801,韓語
1802,
1803,峽谷河段
1804,雙重匯率制度
1805,法國動物學會規則；德意志動物學會規則；國際地質學會議關於動物化石命名的杜維爾規則；美國
1806,史都華
1807,社會主義
1808,59歲
1809,法國
1810,1928年
1811,5個
1812,[UNK]
1813,曼哈頓
1814,清咸豐年間
1815,一羅馬
1816,吳兆南
1817,關西一帯的日本人由於鄰近朝鮮半島
1818,甲醇
1819,高句[UNK]
1820,困境
1821,美國
1822,異族統治
1823,中國地質大學，簡稱地大，是一所中華人民共和國
1824,1591年
1825,1941年
1826,細胞核
1827,蒸汽膨脹
1828,十月革命
1829,俄羅斯聯邦
1830,過高指標
1831,
1832,1943年
1833,多倫多市
1834,[UNK][UNK]
1835,9倍太陽質量的大質量恆星會膨脹
1836,愛倫·坡
1837,硫磺
1838,資產負債表
1839,德川家康
1840,日本
1841,−1.44，但它的絕對星等是+1.41
1842,臺北縣政府因而對外徵求改制後的新市名，並舉行網路投票
1843,韓
1844,1789年
1845,漢諾瓦
1846,泰勒斯
1847,32.8%
1848,
1849,鮑羅廷
1850,杜林
1851,金合歡
1852,13倍
1853,黃埔軍校
1854,《紅樓夢》
1855,1932年
1856,1920年
1857,雲南
1858,20世紀初
1859,電子郵票
1860,儒字
1861,曼努埃爾一世
1862,烏干達和肯亞，西與剛果民主共和國
1863,馬克思主義
1864,成熟階段
1865,閉門思過
1866,
1867,1950年代
1868,新陳代謝
1869,湯·韋迪加
1870,麥羅沃州
1871,都洛總督
1872,軍用航太；執行科學研究、經濟開發、工業生產等民用任務的航太活動，稱為民用航太
1873,11.5萬人，即57%
1874,多妾制
1875,腓特烈二世
1876,義大利
1877,2000年
1878,1932年
1879,韓劇
1880,路易-菲利普
1881,戈翁
1882,給我一個膠帶
1883,曼莫漢·辛格
1884,1865年
1885,陶魯[UNK]，水利部原部長汪恕誠，吉林省委原書記王雲坤，中國石油原總經理馬富才
1886,1924年
1887,德國財政局
1888,前列
1889,徐樹錚
1890,拿破崙三世在印度支那和新喀里多尼亞建立了法國
1891,詹姆斯·史都華
1892,周恩來
1893,廣州城外
1894,環境污染
1895,民進黨
1896,職人員、世俗貴族和富裕市民代表參加的國務會議
1897,洛厄爾天文台
1898,加拿大式雙打
1899,中后妃傳所記載的妃嬪未必包括皇帝擁有的所有妃嬪。例如唐太宗就至少有三
1900,
1901,臺灣
1902,1904.4公里
1903,《隋唐帝國與古代朝鮮》
1904,2007年
1905,中華民國實業部
1906,
1907,多倫多證券交易所是加拿大最大的證券交易所，而加拿大五大銀行的總部皆位於多倫多
1908,大學生的城市
1909,約翰·洛克菲勒
1910,1960年代末
1911,1815年
1912,埃德溫·哈勃
1913,漢字借音
1914,
1915,議會制
1916,2013年
1917,恰克圖條約
1918,莫斯科
1919,五分之一
1920,《德意志語言正字大詞典》
1921,網易遊戲
1922,
1923,《渡假留香》
1924,日本
1925,在美國硫酸是所有生產得最多的化合物
1926,
1927,水門事件
1928,中山
1929,閻錫山
1930,1997年
1931,托爾金
1932,日本和俄國對這一地區的爭奪而為世界所熟知。俄國向滿洲的擴張始於17世紀上半葉
1933,中國政府因開放市場的需要
1934,阿伊努人
1935,1937年
1936,五倍
1937,風力
1938,艾森豪
1939,3400萬
1940,擊球方法
1941,帕西瓦爾·洛厄爾
1942,二二八事件
1943,紅色
1944,澎湖
1945,硫化物和碳酸鹽
1946,理學
1947,1998年
1948,2010年
1949,周恩來
1950,1950年
1951,高輻射的環境而失敗
1952,維基百科的需求，維基媒體的第一個版本於2002年被部署，後來，維基百科和其他維基計畫繼續定義了維基媒體的大部分功能。為了有效地處理大型計畫，維基媒體
1953,
1954,1939年
1955,清朝
1956,安土桃山
1957,哲學原理研究
1958,2001年8月15日
1959,1891米
1960,加勒比海
1961,1455年
1962,鄧穎超
1963,美觀
1964,傳統音樂
1965,提防燕王謀反
1966,法國
1967,保加利亞、塞爾維亞、希臘與蒙特尼哥羅組成巴爾幹同盟，聯合攻打鄂圖曼土耳其帝國
1968,恢復市場的功能，以邁向生產力理論
1969,北非
1970,中華民國政府
1971,1834年
1972,
1973,償命
1974,1901年
1975,五
1976,近年
1977,農歷新年時吃元宵、年糕及蘿蔔糕；在端午節
1978,阿富汗、塔吉克斯坦、吉爾吉斯斯坦、土庫曼斯坦、哈薩克斯坦、俄羅斯及中國
1979,噴射發動機後面的第二個燃燒室，在緊急的時候以大量的燃料提供非常大的推力
1980,1312年
1981,1888年
1982,30℃
1983,瓦解
1984,洛克勒斯
1985,兩個
1986,對日抗戰戰事吃緊，大量高等院校內遷
1987,1989年
1988,元世祖
1989,天文學家
1990,毛澤東
1991,中國
1992,中國政法大學法學教授許蘭亭認為中國政府
1993,1991年
1994,中部科學園區
1995,台北市立體育場
1996,曹議金
1997,1945年至1992年
1998,1928年
1999,收容遣送制度
2000,中國國民黨
2001,》
2002,狄拉克
2003,金黃飽滿
2004,滿蒙獨立運動
2005,百濟
2006,
2007,吸熱過程
2008,劉少奇
2009,瑞士洛桑國際管理學院
2010,1950-1980
2011,著陸
2012,
2013,丹尼爾奧爾特加
2014,幾何學
2015,1998年1月1日
2016,《風之國度》
2017,蠻族事務局
2018,喇嘛阿格旺多傑
2019,首席的元老
2020,11世紀
2021,阿普列尤斯
2022,
2023,[UNK]總能量
2024,克萊斯勒貸款法案
2025,省務會議
2026,1610年1月7日
2027,荷蘭的殖民地，但很特別的一點是蘇利南的道路行駛方向與靠右行駛的荷蘭
2028,
2029,1835年
2030,安門事件
2031,遠距離傳輸
2032,《拉丁通俗譯本
2033,低
2034,哭泣
2035,民國16年
2036,1987年
2037,現實
2038,1847年
2039,唐睿宗
2040,1968年
2041,不動產
2042,
2043,林肯總統
2044,在德福音
2045,元廷
2046,極端大陸性氣候
2047,軍校任上尉特別官佐
2048,1599年
2049,3個
2050,赤[UNK]角的新機場正式啟用同時通車，模式上屬機場聯絡軌道系統，連接位於新界離島區赤[UNK]角的香港國際機場
2051,社會主義最終實現共產主義
2052,段祺瑞
2053,普魯士
2054,高句麗
2055,內蒙古
2056,
2057,秘書處
2058,林肯總統
2059,科什圖尼察
2060,7.64萬平方公里，人口約49.3萬
2061,婦女投票權
2062,500毫升
2063,古代
2064,民國元年
2065,
2066,正德十一年
2067,心外膜
2068,伊比利亞
2069,
2070,劉出席
2071,當旭烈兀得知蒙哥於南征南宋時去世
2072,瀧川
2073,莫高窟
2074,電穿孔
2075,
2076,2次
2077,1924年
2078,梁啟超在《清議報》發表的文章，首次將獨裁主義或獨裁政體這個譯名由日本
2079,期貨
2080,洋馬兒
2081,經濟
2082,1米93
2083,鹿兒島
2084,女少，約2000年代初期開始，逐漸變成女多男少
2085,坡度較高，通常貨運列車
2086,《煙霧消除法》
2087,威廉·赫歇爾
2088,逃港者
2089,柏拉圖
2090,宗教法，和傳統習慣法
2091,美國
2092,巴斯克人
2093,阿爾卑斯山
2094,軍校任上尉特別官佐
2095,1957年
2096,何鳳山
2097,一億光年遠
2098,1995年
2099,紅矮星
2100,日語
2101,
2102,19世紀
2103,草本，也有少數是灌木或小喬木
2104,涵元殿
2105,奧斯卡·赫特維希
2106,1971年
2107,英國占領當局在1946年11月8日建立了以漢諾瓦
2108,馮國璋總統任期內，就解決南北分裂，統一中國的方式問題，與馮國璋發生第二次府院之爭，於1917年11月22日辭職。1918年3月22日復職。同年10月10日，馮國璋大總統的任期屆滿，安福國會選舉徐世昌
2109,麻醉傷害孩子，但是仍然很在意生產痛苦
2110,民國18年
2111,7.64萬平方公里
2112,1913年
2113,法國東部
2114,灣仔
2115,拉丁語
2116,移民之地
2117,畢達哥拉斯
2118,愛格思海金斯公司
2119,佛教、苯教、印度教、耆那教教徒心目中「世界的中心
2120,第53
2121,英格蘭愛德華一世
2122,耶穌會
2123,一次世界大戰時期
2124,安眠藥
2125,史坦波中心
2126,《科學怪人》
2127,富蘭克林·德拉諾·羅斯福總統
2128,[UNK]-16
2129,德國
2130,政司和部門
2131,江蘇淮安
2132,劉裕征劉毅時
2133,中共中央副主席
2134,毒氣
2135,細胞膜
2136,普洱專區
2137,安定
2138,英國倫敦溫布頓
2139,
2140,1573年
2141,佐世保最大的造船企業
2142,申城
2143,德川家
2144,
2145,岩石圈，水圈，大氣，生物圈，對應於岩石
2146,香港日治
2147,將反托拉斯法
2148,1925年
2149,1926年
2150,德國
2151,亞熱帶
2152,1967年
2153,日本
2154,戡亂建國教育實施綱要
2155,漢文
2156,卡拉恰伊湖被世界觀察研究所定為地球上「污染之最」，在二十世紀五十到六十年代成為蘇聯垃圾場。第二個地點為俄羅斯車里雅賓斯克
2157,王藍
2158,南成旭
2159,東晉元帝
2160,光球層
2161,國語字
2162,絲綢之路
2163,5642米
2164,殺蟲劑中毒
2165,寮國
2166,
2167,積水潭
2168,約翰一世
2169,南奧塞提亞自治區
2170,浮動
2171,農業
2172,秋天
2173,完水，松花江及兩江匯流後被稱為難水
2174,漢馬伏波
2175,雲南省
2176,
2177,土地改革
2178,檀和之
2179,艾瑪·史東
2180,邦找到棲身之地
2181,聯邦在內戰
2182,玉泉北路
2183,1789年
2184,280天
2185,旅遊業
2186,柏拉圖
2187,質學院
2188,2007年
2189,國家歷史文化名城
2190,維基媒體基金會
2191,一省
2192,阿勒格嫩達河
2193,非婚生
2194,中山市
2195,最佳演唱團體獎」
2196,
2197,春涼
2198,現代精神醫學
2199,機炮
2200,魏源所著聖武記記載：清太祖遣兵四百收瀕海散各部，其島居負險者[UNK]小舟二百往取，庫頁內附，歲貢貂皮，設姓長、鄉長子弟以統之。清朝建立後，庫頁島先被劃歸寧古塔副都統
2201,威尼斯影展，是每年8月至9月間於義大利威尼斯麗都島所舉辦的國際影展，屬於威尼斯雙年展
2202,性別演化
2203,第三心音
2204,李白
2205,世襲制度
2206,韓國海關
2207,中華郵政在新疆
2208,2010年
2209,1888年
2210,
2211,吠陀梵語
2212,受道家老子思想的用詞影響
2213,伸展台模特兒
2214,印第安納大學俱樂部
2215,低可偵測性
2216,1950年代
2217,西部縱貫公路
2218,工業
2219,東芝
2220,新北市
2221,川本芳昭
2222,伊斯蘭教
2223,15%
2224,開支
2225,公開支持
2226,2002年
2227,620年
2228,民國42年1月
2229,第一公民
2230,反共文學
2231,天主教
2232,美利堅聯盟國
2233,泰特里庫斯一世
2234,1949年
2235,1858年
2236,物理觀點
2237,心室底壁組織
2238,東南亞
2239,湯瑪斯·勃蘭契特·瑞德
2240,周恩來
2241,超音速
2242,[UNK]-51戰鬥機
2243,日本
2244,民國27年
2245,八角鼓。相聲一詞，古作像生，原指模擬別人
2246,1897年
2247,李察·賓特利
2248,印尼
2249,康熙四十八年
2250,郡
2251,爾法學院
2252,28個協商國有權表決和通過決議，而其他22個
2253,克里米亞戰爭
2254,國防部空軍司令部
2255,北京
2256,1945年
2257,永曆帝
2258,世稱恭順
2259,1972年
2260,2013年
2261,史達林
2262,佳木斯
2263,1918年
2264,太陽以25[UNK]35天
2265,雷達吸波收材料
2266,卡佩王朝
2267,聯合國人權委員會
2268,庫里爾台大會
2269,氫
2270,足式臀位
2271,賓夕法尼亞州大學
2272,環境污染
2273,穀類作物
2274,威廉一世
2275,[UNK]
2276,後代
2277,11000
2278,王白駒
2279,袁術
2280,第二心音
2281,咸康七年
2282,
2283,道格拉斯
2284,玉米
2285,東羅馬帝國
2286,五個
2287,民國25年
2288,松花江
2289,全歐洲
2290,宋理宗
2291,
2292,2008年
2293,北韓第13屆最高人民會議第2次會議
2294,紅水河
2295,
2296,斯芬·佩斯
2297,2013年
2298,大道東附近
2299,27千兆瓦
2300,副熱帶濕潤氣候
2301,1200萬名
2302,督憲
2303,1989年
2304,中國聯合網路通訊股份有限公司
2305,1988年
2306,鞏高峰
2307,烏干達和肯亞
2308,12個
2309,斯塔夫羅波爾邊疆區
2310,沿用科大
2311,古埃及
2312,國際網球協會
2313,
2314,真實
2315,官僚主義者階級
2316,刺史
2317,
2318,1180年
2319,三歲
2320,狼瘡
2321,雷焦卡拉布里亞國家考古博物館
2322,克里斯蒂安尼亞
2323,香港人
2324,都市發展
2325,
2326,猶太人
2327,阿普伽
2328,合肥
2329,第18
2330,請師
2331,二氧化碳
2332,娼妓
2333,孫中山
2334,金銀珠寶
2335,20世紀
2336,1939年
2337,
2338,數位訊號，後者採取分立的邏輯值
2339,意義上更為可貴
2340,漢江
2341,
2342,音樂
2343,《四十二章經》
2344,倫巴底人
2345,工業發展
2346,海因利希・弗格勒在靠近不萊梅的沃爾普斯韋德
2347,第4套
2348,景洪市
2349,《韓國憲法》
2350,爭取陽光
2351,失落
2352,1918年
2353,200米以下
2354,原始宗教
2355,第1區
2356,博物學
2357,杭州
2358,[UNK]/[UNK]-63
2359,1973年
2360,艾賓浩斯
2361,彰化市民代表會
2362,法國大革命時期
2363,清朝
2364,2013年
2365,朱德
2366,陳湯銘
2367,漢武帝時期
2368,1958年
2369,東經
2370,英籍工程師西排立
2371,
2372,太陽質量
2373,量子光學
2374,臺灣郵政條款十六條及3月22日郵政業務正式運行辦理所
2375,1938年
2376,2014年
2377,
2378,2007年
2379,法國
2380,1757年先發制人
2381,
2382,鞏固自己及子孫的統治
2383,蒙古語
2384,甲醇雲
2385,志費尼
2386,15625億日元
2387,印度教
2388,1230年
2389,公元前12世紀到前2世紀期間商朝的遺臣箕子與當地土著居民一起創立箕子朝鮮。公元前194年燕國人衛滿推翻古朝鮮准王建立衛滿朝鮮。西漢元封二年
2390,北非作戰階段
2391,政府
2392,1987年
2393,核酸酶
2394,金義軍
2395,半決賽
2396,網球的球
2397,心室底壁組織
2398,曹操
2399,40年以上
2400,2901.3平方公里
2401,新北市
2402,郭守時
2403,文革
2404,靠近中國大陸的大陸型氣候
2405,學習偉大領袖毛澤東
2406,19世紀
2407,檀君古朝鮮
2408,清康熙帝
2409,朝鮮勞動黨代表會議
2410,清宣宗時代
2411,蒙漢兩元政治
2412,貝雷帽
2413,三國史記
2414,四次
2415,林彪
2416,勞動的分化，統治階級
2417,1972年
2418,錫克教
2419,傳送其基因組進入其他細胞，進行感染的分子機制。慢病毒載體
2420,致青春》
2421,1603年
2422,一分
2423,
2424,2015年
2425,噴射發動機
2426,新石器時代
2427,孔齊
2428,海因里希·赫茲
2429,1958年
2430,世界氣象組織
2431,通貨膨脹
2432,1804年
2433,原「布政司署
2434,35%
2435,天主教
2436,釀酒業
2437,1958年
2438,2010年
2439,柏樹林
2440,7920公里/小時
2441,仙台市
2442,潘永和，空軍原副政委王曉龍，江蘇省政協主席蔣定之
2443,郵資使用過
2444,黑河
2445,2000年
2446,義和團事變
2447,酒
2448,建文二年
2449,關島組織法
2450,
2451,公安部邊防局
2452,彼得二世
2453,19世紀
2454,貴金屬的來源，但帝國最主要的收入還是來自商業貿易中徵收的關稅和貿易稅
2455,合不勒汗
2456,高句麗
2457,元朝
2458,民國15年
2459,49.3萬人
2460,巴納德
2461,量子光學
2462,農產品
2463,哈德遜河
2464,全國地圖正保御國繪圖
2465,民國3年6月24日
2466,
2467,主序帶
2468,坎貝爾式
2469,港島區
2470,##4年復國於大不里士。1230年
2471,773年
2472,《中華人民共和國憲法》
2473,二十二歲
2474,打比賽
2475,中村法道
2476,瓊山
2477,鐵穆爾「皇太子寶」並且讓他鎮守和林。隨後鐵穆爾
2478,391年
2479,3.8%
2480,6月1日開始發行郵票，它們在列支敦斯登境內同樣有效。中國的第一張郵票是大清郵政在1878年1月
2481,1260年
2482,13小時
2483,氫
2484,戰基處營區土地
2485,忽必烈
2486,
2487,黑死病
2488,第二次世界大戰中納粹德國戰敗，根據波茨坦會議中英、美、法、蘇四國的協議，決定在德國戰敗後
2489,卡胡盧伊
2490,硫化氫
2491,氮化硫
2492,三屆
2493,1972年
2494,都市計劃
2495,
